00002,10,20,23,36,0000,0000,00000
00002,10,20,23,58,0000,0000,00000
09393,10,21,07,43,0000,0000,00000
00005,10,21,07,43,0000,0000,00000
00004,10,21,07,51,0000,0000,00000
00002,10,21,07,55,0000,0000,00000
00015,10,21,07,55,0000,0000,00000
09696,10,21,07,55,0000,0000,00000
00032,10,21,07,55,0000,0000,00000
00025,10,21,07,55,0000,0000,00000
00019,10,21,07,55,0000,0000,00000
00008,10,21,07,56,0000,0000,00000
00018,10,21,07,56,0000,0000,00000
00016,10,21,07,56,0000,0000,00000
00021,10,21,07,56,0000,0000,00000
00022,10,21,07,56,0000,0000,00000
00024,10,21,07,56,0000,0000,00000
00031,10,21,07,56,0000,0000,00000
00011,10,21,07,56,0000,0000,00000
00013,10,21,07,56,0000,0000,00000
00014,10,21,07,56,0000,0000,00000
00028,10,21,07,56,0000,0000,00000
00033,10,21,07,56,0000,0000,00000
00029,10,21,07,56,0000,0000,00000
00007,10,21,07,56,0000,0000,00000
00010,10,21,07,56,0000,0000,00000
00026,10,21,07,56,0000,0000,00000
00020,10,21,07,56,0000,0000,00000
00009,10,21,07,56,0000,0000,00000
00027,10,21,07,56,0000,0000,00000
00034,10,21,07,56,0000,0000,00000
00017,10,21,07,56,0000,0000,00000
00023,10,21,07,56,0000,0000,00000
00012,10,21,07,56,0000,0000,00000
09191,10,21,09,34,0000,0000,00000
00025,10,21,12,02,0000,0000,00000
00010,10,21,13,32,0000,0000,00000
00018,10,21,13,32,0000,0000,00000
00014,10,21,13,32,0000,0000,00000
00024,10,21,13,32,0000,0000,00000
00028,10,21,13,32,0000,0000,00000
00008,10,21,13,32,0000,0000,00000
00026,10,21,13,32,0000,0000,00000
00007,10,21,13,32,0000,0000,00000
00027,10,21,13,32,0000,0000,00000
00016,10,21,13,32,0000,0000,00000
00032,10,21,13,32,0000,0000,00000
00031,10,21,13,32,0000,0000,00000
00033,10,21,13,32,0000,0000,00000
00009,10,21,13,32,0000,0000,00000
00012,10,21,13,32,0000,0000,00000
00011,10,21,13,32,0000,0000,00000
00023,10,21,13,32,0000,0000,00000
00013,10,21,13,32,0000,0000,00000
00034,10,21,13,32,0000,0000,00000
00015,10,21,13,32,0000,0000,00000
00019,10,21,13,32,0000,0000,00000
00020,10,21,13,32,0000,0000,00000
00021,10,21,13,32,0000,0000,00000
00017,10,21,13,33,0000,0000,00000
00029,10,21,13,33,0000,0000,00000
00022,10,21,13,33,0000,0000,00000
00002,10,21,13,35,0000,0000,00000
00005,10,21,14,03,0000,0000,00000
09393,10,21,14,05,0000,0000,00000
09191,10,21,14,11,0000,0000,00000
00005,10,21,14,51,0000,0000,00000
00004,10,21,14,52,0000,0000,00000
00018,10,21,14,56,0000,0000,00000
00033,10,21,14,56,0000,0000,00000
00031,10,21,14,56,0000,0000,00000
00022,10,21,14,56,0000,0000,00000
00032,10,21,14,56,0000,0000,00000
00011,10,21,14,56,0000,0000,00000
00016,10,21,14,56,0000,0000,00000
00034,10,21,14,56,0000,0000,00000
00015,10,21,14,56,0000,0000,00000
00028,10,21,14,56,0000,0000,00000
00021,10,21,14,56,0000,0000,00000
00020,10,21,14,56,0000,0000,00000
00008,10,21,14,56,0000,0000,00000
00010,10,21,14,56,0000,0000,00000
00002,10,21,14,56,0000,0000,00000
00024,10,21,14,56,0000,0000,00000
00007,10,21,14,56,0000,0000,00000
00027,10,21,14,56,0000,0000,00000
00014,10,21,14,56,0000,0000,00000
00019,10,21,14,56,0000,0000,00000
00025,10,21,14,56,0000,0000,00000
00012,10,21,14,56,0000,0000,00000
00029,10,21,14,56,0000,0000,00000
00017,10,21,14,56,0000,0000,00000
00030,10,21,14,56,0000,0000,00000
00009,10,21,14,56,0000,0000,00000
00026,10,21,14,56,0000,0000,00000
00023,10,21,14,57,0000,0000,00000
00013,10,21,14,57,0000,0000,00000
09393,10,21,14,57,0000,0000,00000
09696,10,21,14,58,0000,0000,00000
09696,10,21,14,58,0000,0000,00000
09191,10,21,16,04,0000,0000,00000
00031,10,21,19,17,0000,0000,00000
00026,10,21,19,17,0000,0000,00000
00025,10,21,19,17,0000,0000,00000
00034,10,21,19,17,0000,0000,00000
00019,10,21,19,17,0000,0000,00000
00016,10,21,19,17,0000,0000,00000
00007,10,21,19,17,0000,0000,00000
00030,10,21,19,17,0000,0000,00000
00012,10,21,19,18,0000,0000,00000
00033,10,21,19,18,0000,0000,00000
00014,10,21,19,18,0000,0000,00000
00024,10,21,19,18,0000,0000,00000
00027,10,21,19,18,0000,0000,00000
00008,10,21,19,18,0000,0000,00000
00032,10,21,19,18,0000,0000,00000
00010,10,21,19,18,0000,0000,00000
00028,10,21,19,18,0000,0000,00000
00013,10,21,19,18,0000,0000,00000
00009,10,21,19,19,0000,0000,00000
00023,10,21,19,19,0000,0000,00000
09696,10,21,19,19,0000,0000,00000
00018,10,21,19,20,0000,0000,00000
00015,10,21,19,20,0000,0000,00000
00022,10,21,21,01,0000,0000,00000
00029,10,21,21,02,0000,0000,00000
00017,10,21,21,02,0000,0000,00000
00020,10,21,21,02,0000,0000,00000
00021,10,21,21,02,0000,0000,00000
00011,10,21,21,03,0000,0000,00000
