00004,10,20,07,52,0000,0000,00000
00005,10,20,07,52,0000,0000,00000
09393,10,20,07,53,0000,0000,00000
00002,10,20,07,58,0000,0000,00000
09191,10,20,10,16,0000,0000,00000
09393,10,20,13,39,0000,0000,00000
00005,10,20,13,43,0000,0000,00000
00002,10,20,13,43,0000,0000,00000
00004,10,20,13,51,0000,0000,00000
09191,10,20,14,08,0000,0000,00000
09191,10,20,14,47,0000,0000,00000
00002,10,20,14,52,0000,0000,00000
09393,10,20,14,52,0000,0000,00000
00004,10,20,14,52,0000,0000,00000
00005,10,20,14,52,0000,0000,00000
09696,10,20,14,53,0000,0000,00000
00022,10,20,14,56,0000,0000,00000
00034,10,20,14,56,0000,0000,00000
00032,10,20,14,56,0000,0000,00000
00013,10,20,14,56,0000,0000,00000
00016,10,20,14,56,0000,0000,00000
00020,10,20,14,56,0000,0000,00000
00015,10,20,14,56,0000,0000,00000
00025,10,20,14,56,0000,0000,00000
00021,10,20,14,56,0000,0000,00000
00007,10,20,14,56,0000,0000,00000
00019,10,20,14,56,0000,0000,00000
00011,10,20,14,56,0000,0000,00000
00028,10,20,14,56,0000,0000,00000
00026,10,20,14,56,0000,0000,00000
00027,10,20,14,56,0000,0000,00000
00031,10,20,14,56,0000,0000,00000
00017,10,20,14,56,0000,0000,00000
00008,10,20,14,56,0000,0000,00000
00029,10,20,14,56,0000,0000,00000
00010,10,20,14,56,0000,0000,00000
00024,10,20,14,56,0000,0000,00000
00023,10,20,14,56,0000,0000,00000
00030,10,20,14,56,0000,0000,00000
00033,10,20,14,56,0000,0000,00000
00014,10,20,14,56,0000,0000,00000
00009,10,20,14,57,0000,0000,00000
00012,10,20,14,57,0000,0000,00000
00018,10,20,14,57,0000,0000,00000
00032,10,20,19,32,0000,0000,00000
00020,10,20,19,33,0000,0000,00000
00011,10,20,19,33,0000,0000,00000
00031,10,20,19,33,0000,0000,00000
00021,10,20,19,33,0000,0000,00000
00019,10,20,19,33,0000,0000,00000
00008,10,20,19,33,0000,0000,00000
00034,10,20,19,34,0000,0000,00000
00025,10,20,19,34,0000,0000,00000
00014,10,20,19,34,0000,0000,00000
00007,10,20,19,34,0000,0000,00000
00027,10,20,19,34,0000,0000,00000
00023,10,20,19,34,0000,0000,00000
00028,10,20,19,34,0000,0000,00000
00024,10,20,19,35,0000,0000,00000
00010,10,20,19,35,0000,0000,00000
00012,10,20,19,35,0000,0000,00000
00033,10,20,19,35,0000,0000,00000
00030,10,20,19,35,0000,0000,00000
00009,10,20,19,35,0000,0000,00000
00022,10,20,19,35,0000,0000,00000
00016,10,20,19,35,0000,0000,00000
00029,10,20,19,36,0000,0000,00000
00013,10,20,19,36,0000,0000,00000
00026,10,20,19,36,0000,0000,00000
00017,10,20,19,36,0000,0000,00000
00015,10,20,19,36,0000,0000,00000
00018,10,20,19,36,0000,0000,00000
00002,10,20,21,00,0000,0000,00000
00004,10,20,21,00,0000,0000,00000
00005,10,20,21,00,0000,0000,00000
09393,10,20,21,24,0000,0000,00000
